inscricao,idade,sexo,conclusao_ens_med,tipo_ens_med,treineiro,cadeira_canhoto,gestante,idoso,celular_na_residencia,internet_na_residencia,pessoas_na_residencia,renda_mensal_familiar,nota_ct,nota_ch,nota_lc,nota_mt,nota_redacao,estado,municipio,municipio_id
99644,19,M,Concluído,1,0,0,0,0,1,B,3,Nenhuma Renda,396.5,407.1,491.0,461.4,400.0,PI,RIBEIRO GONÇALVES,2208908
677252,26,M,Concluído,1,0,0,0,0,1,B,3,1996.00 até 2495.00,356.0,444.6,352.8,466.8,360.0,MG,BELO HORIZONTE,3106200
4042767,19,F,Concluído,1,0,0,0,0,1,A,4,<= 998.00,448.8,487.2,476.9,417.2,520.0,CE,QUIXERÉ,2311504
5053023,28,M,Concluído,1,0,0,0,0,1,B,4,3992.00 até 4990.00,608.8,579.4,376.8,648.0,580.0,DF,BRASÍLIA,5300108
570786,16,M,Cursando,1,1,0,0,0,1,B,4,<= 998.00,435.6,360.6,428.2,436.6,560.0,SP,ROSANA,3544251
4039692,16,M,Cursando,1,1,0,0,0,1,B,3,<= 998.00,389.9,410.1,547.3,457.1,500.0,CE,FORTALEZA,2304400
2683735,36,F,Concluído,1,0,0,0,0,1,B,3,1497.00 até 1996.00,,,,,,PR,PIRAQUARA,4119509
2135612,28,M,Concluído,1,0,0,0,0,1,B,3,3992.00 até 4990.00,661.9,710.7,663.2,828.9,840.0,RJ,RIO DE JANEIRO,3304557
4982909,19,F,Concluído,1,0,0,0,0,1,B,4,1996.00 até 2495.00,,391.4,432.7,,460.0,SP,JACUPIRANGA,3524600
3667034,22,F,Concluído,1,0,0,0,0,1,B,4,998.00 até 1497.00,508.5,570.4,581.8,441.8,580.0,SP,SÃO PAULO,3550308
3356763,18,F,Cursando,2,0,0,0,0,1,B,4,998.00 até 1497.00,483.4,426.4,520.8,477.9,580.0,RJ,RIO DE JANEIRO,3304557
2842256,23,F,Concluído,1,0,0,0,0,1,B,3,1497.00 até 1996.00,,,,,,RS,PORTO ALEGRE,4314902
1780490,18,F,Cursando,2,0,0,0,0,1,B,5,<= 998.00,486.9,560.4,558.5,520.7,780.0,PB,JUAZEIRINHO,2507705
429690,22,M,Concluído,1,0,0,0,0,1,B,1,Nenhuma Renda,,468.3,527.0,,440.0,BA,SALVADOR,2927408
1149050,17,F,Cursando,2,0,0,0,0,1,B,4,998.00 até 1497.00,451.0,493.6,490.5,396.5,640.0,BA,CAETANOS,2905156
3241433,26,M,Concluído,1,0,0,0,0,1,A,4,<= 998.00,364.2,452.7,467.6,519.6,400.0,PR,CURITIBA,4106902
3209003,18,F,Cursando,2,0,0,0,0,1,A,4,998.00 até 1497.00,373.8,421.9,461.7,488.2,500.0,SP,FRANCO DA ROCHA,3516408
3541268,18,M,Cursando,2,0,0,0,0,1,B,4,1497.00 até 1996.00,519.2,396.9,458.5,435.3,580.0,MG,TAIOBEIRAS,3168002
4520152,25,F,Concluído,1,0,0,0,0,1,A,2,<= 998.00,,362.6,401.4,,0.0,MA,BACABAL,2101202
3457394,15,F,Cursando,1,1,0,0,0,1,B,5,1996.00 até 2495.00,,429.5,561.5,,760.0,GO,ANÁPOLIS,5201108
2924457,18,M,Cursando,2,0,0,0,0,1,A,6,Nenhuma Renda,,,,,,MA,SÃO BERNARDO,2110609
2713193,17,M,Cursando,2,0,0,0,0,1,B,4,2994.00 até 3992.00,414.6,390.7,410.8,371.3,460.0,PR,CORBÉLIA,4106308
2504067,18,M,Cursando,2,0,0,0,0,1,B,5,9980.00 até 11976.00,589.7,583.2,568.8,566.0,540.0,ES,SANTA MARIA DE JETIBÁ,3204559
3243594,18,M,Cursando,2,0,0,0,0,1,B,4,998.00 até 1497.00,492.1,394.1,529.8,486.6,280.0,RS,PELOTAS,4314407
1395089,17,F,Cursando,2,0,0,0,0,1,A,4,998.00 até 1497.00,434.1,529.5,511.7,436.1,640.0,ES,VARGEM ALTA,3205036
1603047,26,F,Cursando,1,1,0,0,0,1,A,3,Nenhuma Renda,,,,,,BA,POJUCA,2925204
5024231,24,F,Concluído,1,0,0,0,0,1,B,1,998.00 até 1497.00,,,,,,GO,GOIÂNIA,5208707
4186559,23,F,Concluído,1,0,0,0,0,1,B,3,998.00 até 1497.00,,,,,,CE,IGUATU,2305506
2366109,20,M,Concluído,1,0,0,0,0,1,B,4,1996.00 até 2495.00,542.6,571.3,577.3,577.9,620.0,SP,GUARULHOS,3518800
3060821,16,F,Cursando,1,1,0,0,0,1,B,4,5988.00 até 6986.00,560.0,548.6,592.1,553.9,780.0,SP,SÃO PAULO,3550308
252348,17,M,Cursando,2,0,0,0,0,1,B,2,<= 998.00,405.5,416.6,398.3,477.2,400.0,BA,SALVADOR,2927408
1374200,43,M,Concluído,1,0,0,0,0,1,B,4,3992.00 até 4990.00,578.4,667.1,580.0,552.8,600.0,ES,VILA VELHA,3205200
967765,43,F,Concluído,1,0,0,0,0,1,B,2,Nenhuma Renda,,,,,,AM,MANAUS,1302603
4379370,20,F,Concluído,1,0,0,0,0,1,B,8,4990.00 até 5988.00,477.3,501.1,534.5,515.2,560.0,MG,BELO HORIZONTE,3106200
708718,24,F,Concluído,1,0,0,0,0,1,B,3,<= 998.00,,,,,,SC,ARMAZÉM,4201505
3828360,24,F,Concluído,1,0,0,0,0,1,B,1,Nenhuma Renda,551.7,607.6,607.9,588.7,600.0,MA,SÃO LUÍS,2111300
807902,17,M,Cursando,3,0,0,0,0,1,B,5,998.00 até 1497.00,439.6,486.9,500.3,529.3,520.0,SP,SÃO PAULO,3550308
3895308,16,M,Cursando,1,1,0,0,0,1,B,4,11976.00 até 14970.00,576.3,555.8,603.3,655.8,600.0,MT,RONDONÓPOLIS,5107602
3859023,31,F,Concluído,1,0,0,0,0,1,B,2,7984.00 até 8982.00,,602.0,628.1,,740.0,GO,GOIÂNIA,5208707
2173903,19,F,Concluído,1,0,0,0,0,1,B,3,2994.00 até 3992.00,520.6,566.8,539.1,651.1,540.0,MG,CAMBUÍ,3110608
1490940,20,F,Concluído,1,0,0,0,0,1,B,4,998.00 até 1497.00,415.2,437.5,499.6,418.7,500.0,SP,OSASCO,3534401
11694,18,F,Concluído,1,0,0,0,0,1,B,5,2994.00 até 3992.00,514.5,568.7,576.4,687.4,760.0,PA,TUCUMÃ,1508084
3722197,20,M,Concluído,1,0,0,0,0,1,A,2,<= 998.00,394.7,511.3,455.7,549.9,620.0,SP,SÃO PAULO,3550308
4389937,16,F,Cursando,3,0,0,0,0,1,B,3,4990.00 até 5988.00,366.9,472.5,482.0,379.7,620.0,RJ,DUQUE DE CAXIAS,3301702
3074601,18,F,Cursando,1,1,0,0,0,1,B,4,1996.00 até 2495.00,426.4,563.2,542.5,539.3,620.0,PR,TOLEDO,4127700
5073110,46,F,Concluído,1,0,0,0,0,1,B,4,9980.00 até 11976.00,,,,,,DF,BRASÍLIA,5300108
2270460,19,M,Cursando,2,0,0,0,0,1,B,4,<= 998.00,351.8,427.4,365.6,469.7,440.0,CE,EUSÉBIO,2304285
3404863,24,M,Concluído,1,0,0,0,0,1,B,5,1996.00 até 2495.00,,,,,,CE,FORTALEZA,2304400
3293247,16,F,Cursando,2,0,0,0,0,1,B,4,14970.00 até 19960.00,613.2,586.5,610.7,680.6,880.0,MA,IMPERATRIZ,2105302
1674770,16,F,Cursando,1,1,0,0,0,1,B,2,1497.00 até 1996.00,435.9,533.4,496.4,406.0,400.0,RS,CANELA,4304408
4516640,17,F,Cursando,1,1,0,0,0,1,B,2,1497.00 até 1996.00,407.2,478.5,522.4,533.4,660.0,MA,PAÇO DO LUMIAR,2107506
2786165,19,M,Concluído,1,0,0,0,0,1,B,4,5988.00 até 6986.00,429.4,482.5,563.4,392.1,760.0,RJ,ITABORAÍ,3301900
1738557,20,F,Concluído,1,0,0,0,0,1,A,3,<= 998.00,504.1,511.7,511.1,546.9,520.0,MA,CHAPADINHA,2103208
1486831,20,F,Concluído,1,0,0,0,0,1,B,3,1497.00 até 1996.00,,,,,,SP,SÃO PAULO,3550308
4797689,19,M,Concluído,1,0,0,0,0,1,B,3,3992.00 até 4990.00,,,,,,RJ,DUQUE DE CAXIAS,3301702
2294051,24,F,Concluído,1,0,0,0,0,1,B,4,1996.00 até 2495.00,481.8,466.3,519.3,451.9,640.0,SP,MOGI DAS CRUZES,3530607
4092554,18,F,Cursando,2,0,0,0,0,1,A,5,<= 998.00,368.2,498.3,492.2,404.3,640.0,PA,ÁGUA AZUL DO NORTE,1500347
595621,21,F,Concluído,1,0,0,0,0,1,A,3,998.00 até 1497.00,405.6,428.9,531.3,521.1,560.0,SP,EMBU-GUAÇU,3515103
3067121,17,M,Cursando,3,0,0,0,0,1,B,3,5988.00 até 6986.00,560.6,540.1,536.2,641.2,580.0,SP,SÃO PAULO,3550308
1764044,50,F,Concluído,1,0,0,0,0,1,A,3,<= 998.00,460.6,457.3,468.2,361.9,0.0,PE,GARANHUNS,2606002
326894,18,F,Cursando,2,0,0,0,0,1,B,4,<= 998.00,510.1,564.5,535.5,493.0,640.0,MG,PIAU,3150109
1821665,26,F,Concluído,1,0,0,0,0,1,B,5,>= 19960.00,543.4,665.2,620.5,734.9,880.0,RJ,RIO DE JANEIRO,3304557
3524808,16,F,Cursando,1,1,0,0,0,1,B,5,998.00 até 1497.00,504.3,544.3,551.1,615.1,520.0,MG,PARACATU,3147006
1375160,19,F,Concluído,1,0,0,0,0,1,B,3,1996.00 até 2495.00,378.7,485.3,521.1,547.2,300.0,MG,TURMALINA,3169703
4590159,25,F,Concluído,1,0,0,0,0,1,B,2,1497.00 até 1996.00,503.5,414.3,541.0,393.7,600.0,PE,RECIFE,2611606
2862663,22,F,Concluído,1,0,0,0,0,1,A,4,<= 998.00,339.7,526.8,511.6,402.7,400.0,GO,RIO VERDE,5218805
2777268,26,M,Concluído,1,0,0,0,0,0,A,6,998.00 até 1497.00,380.3,546.2,547.2,393.8,520.0,MG,UBERLÂNDIA,3170206
3509226,20,M,Concluído,1,0,0,0,0,1,B,6,998.00 até 1497.00,509.4,448.0,507.9,529.0,520.0,BA,VITÓRIA DA CONQUISTA,2933307
3298921,31,M,Concluído,1,0,0,0,0,1,A,3,<= 998.00,482.0,546.7,496.5,646.3,600.0,PA,SANTA LUZIA DO PARÁ,1506559
742398,16,F,Cursando,1,1,0,0,0,1,A,5,998.00 até 1497.00,430.9,436.9,475.6,391.4,580.0,RS,PASSO FUNDO,4314100
3835161,16,F,Cursando,1,1,0,0,0,1,B,4,2495.00 até 2994.00,455.5,506.3,551.2,604.0,580.0,MT,CUIABÁ,5103403
5027008,21,F,Concluído,1,0,0,0,0,1,B,4,998.00 até 1497.00,405.0,516.5,499.9,382.8,740.0,GO,GOIÂNIA,5208707
899682,17,F,Cursando,3,0,0,0,0,1,B,6,2994.00 até 3992.00,,,,,,PR,CURITIBA,4106902
833745,17,F,Cursando,2,0,0,0,0,1,B,4,998.00 até 1497.00,514.4,557.3,579.5,497.8,560.0,SP,SÃO ROQUE,3550605
3463177,18,F,Cursando,2,0,0,0,0,1,B,4,1996.00 até 2495.00,381.2,385.7,508.1,567.8,580.0,GO,CARMO DO RIO VERDE,5205000
4384290,18,F,Concluído,1,0,0,0,0,1,B,4,<= 998.00,490.1,519.1,572.6,476.6,720.0,RJ,NITERÓI,3303302
2550812,35,M,Concluído,1,0,0,0,0,1,B,4,2495.00 até 2994.00,617.5,612.0,597.3,727.7,920.0,RJ,PETRÓPOLIS,3303906
1248892,22,M,Concluído,1,0,0,0,0,1,B,6,<= 998.00,392.0,401.2,444.7,380.1,420.0,AL,LAGOA DA CANOA,2704104
2238878,19,F,Concluído,1,0,0,0,0,0,A,6,<= 998.00,369.7,448.3,538.4,431.1,460.0,MA,SÃO JOSÉ DE RIBAMAR,2111201
3715598,18,F,Cursando,2,0,0,0,0,1,B,4,1996.00 até 2495.00,544.7,617.7,538.6,565.1,880.0,MG,ARCEBURGO,3104106
3110594,20,M,Concluído,1,0,0,0,0,1,B,4,998.00 até 1497.00,,560.8,508.3,,640.0,DF,BRASÍLIA,5300108
4975474,17,M,Cursando,3,0,0,0,0,1,B,4,2495.00 até 2994.00,522.0,560.7,523.4,461.6,580.0,SP,SÃO PAULO,3550308
4976589,34,F,Concluído,1,0,0,0,0,1,A,2,998.00 até 1497.00,,,,,,SP,SÃO PAULO,3550308
2125673,51,M,Concluído,1,0,0,0,0,1,B,4,2495.00 até 2994.00,,517.6,564.9,,360.0,RJ,ARRAIAL DO CABO,3300258
4327891,16,M,Cursando,1,1,0,0,0,1,B,4,8982.00 até 9980.00,580.1,583.6,549.1,582.9,600.0,SP,RIO CLARO,3543907
2359866,18,M,Concluído,1,0,0,0,0,1,B,5,1996.00 até 2495.00,497.1,493.1,549.3,531.9,420.0,SP,SÃO PAULO,3550308
3377752,19,F,Concluído,1,0,0,0,0,1,A,6,2495.00 até 2994.00,,,,,,SP,JUNDIAÍ,3525904
968416,20,F,Concluído,1,0,0,0,0,1,B,7,2495.00 até 2994.00,,,,,,AM,NOVO AIRÃO,1303205
1719460,18,M,Cursando,2,0,0,0,0,1,A,4,<= 998.00,387.6,472.0,532.7,361.4,300.0,CE,CEDRO,2303808
4254998,49,F,Concluído,1,0,0,0,0,1,B,1,<= 998.00,481.2,375.3,505.5,490.2,320.0,AL,MACEIÓ,2704302
896851,17,F,Cursando,2,0,0,0,0,1,A,2,998.00 até 1497.00,450.3,534.6,574.2,491.8,620.0,SP,SÃO PAULO,3550308
1740176,23,M,Concluído,1,0,0,0,0,1,B,5,Nenhuma Renda,485.7,358.4,532.0,562.8,880.0,CE,CRATO,2304202
4795996,36,F,Concluído,1,0,0,0,0,1,B,4,1996.00 até 2495.00,420.3,502.6,525.0,427.9,620.0,RS,CAMPO BOM,4303905
3163188,15,F,Cursando,1,1,0,0,0,1,B,4,>= 19960.00,601.3,614.2,617.7,774.6,780.0,CE,FORTALEZA,2304400
1948863,17,F,Cursando,2,0,0,0,0,1,A,5,998.00 até 1497.00,457.0,531.2,521.2,373.1,600.0,MG,DIAMANTINA,3121605
1098506,17,F,Cursando,3,0,0,0,0,1,B,2,5988.00 até 6986.00,383.9,535.0,542.3,541.7,620.0,SP,SÃO PAULO,3550308
3336886,61,M,Concluído,1,0,0,0,0,1,B,5,1497.00 até 1996.00,410.7,563.6,470.0,443.1,520.0,PA,BARCARENA,1501303
3859827,16,M,Cursando,1,1,0,0,0,1,B,4,2994.00 até 3992.00,526.9,488.8,474.4,628.5,460.0,RS,MIRAGUAÍ,4312302
1009583,20,F,Cursando,2,0,0,0,0,1,A,6,Nenhuma Renda,479.1,578.1,559.0,518.7,580.0,AM,MANAUS,1302603
4943863,17,M,Cursando,3,0,0,0,0,1,B,4,>= 19960.00,434.8,628.2,639.8,412.4,760.0,MS,DOURADOS,5003702
887019,16,M,Cursando,1,1,0,0,0,1,B,4,2495.00 até 2994.00,583.0,634.7,591.0,601.2,620.0,SP,SÃO PAULO,3550308
1476127,18,M,Cursando,2,0,0,0,0,1,B,4,<= 998.00,,,,,,SP,ADOLFO,3500204
2900655,22,M,Concluído,1,0,0,0,0,1,B,2,<= 998.00,,,,,,BA,ABARÉ,2900207
510342,18,F,Cursando,2,0,0,0,0,1,B,2,998.00 até 1497.00,430.1,552.8,597.9,540.7,820.0,RJ,RIO DE JANEIRO,3304557
1110554,17,F,Cursando,2,0,0,0,0,1,B,3,1996.00 até 2495.00,445.5,478.9,511.8,425.8,660.0,SP,CARAPICUÍBA,3510609
2949774,42,F,Concluído,1,0,0,0,0,1,B,7,2994.00 até 3992.00,399.2,320.6,408.9,402.5,520.0,AP,MACAPÁ,1600303
3506120,45,M,Concluído,1,0,0,0,0,1,A,7,998.00 até 1497.00,,,,,,BA,ÁGUA FRIA,2900405
1871083,33,F,Concluído,1,0,0,0,0,1,A,4,Nenhuma Renda,369.1,406.1,458.9,409.8,300.0,MT,CUIABÁ,5103403
2651131,24,M,Concluído,1,0,0,0,0,1,B,3,998.00 até 1497.00,485.1,569.5,582.6,521.8,660.0,SP,TABOÃO DA SERRA,3552809
45124,19,M,Cursando,2,0,0,0,0,1,B,4,<= 998.00,,,,,,PA,BELÉM,1501402
1703571,18,F,Cursando,2,0,0,0,0,1,B,7,998.00 até 1497.00,478.2,529.7,514.2,471.5,500.0,DF,BRASÍLIA,5300108
4205214,19,F,Concluído,1,0,0,0,0,1,B,4,14970.00 até 19960.00,599.7,656.4,586.8,642.4,700.0,SC,FLORIANÓPOLIS,4205407
1212432,27,M,Concluído,1,0,0,0,0,1,B,3,1497.00 até 1996.00,,,,,,PE,RECIFE,2611606
3727551,18,F,Concluído,1,0,0,0,0,1,B,4,5988.00 até 6986.00,554.6,562.4,558.5,436.9,480.0,SP,SANTO ANDRÉ,3547809
950425,17,M,Cursando,2,0,0,0,0,1,B,3,<= 998.00,391.9,570.0,467.3,504.5,380.0,CE,FORTALEZA,2304400
4314814,17,F,Cursando,2,0,0,0,0,1,B,3,5988.00 até 6986.00,,,,,,PR,ROLÂNDIA,4122404
4305504,22,M,Concluído,1,0,0,0,0,1,B,4,1497.00 até 1996.00,,,,,,SP,LARANJAL PAULISTA,3526407
3621150,20,F,Concluído,1,0,0,0,0,1,B,4,Nenhuma Renda,455.1,461.0,536.2,452.6,620.0,MG,CORONEL FABRICIANO,3119401
366913,16,F,Cursando,1,1,0,0,0,1,B,3,998.00 até 1497.00,369.6,520.7,537.7,627.2,500.0,PE,PAULISTA,2610707
4672854,19,M,Concluído,1,0,0,0,0,1,A,5,998.00 até 1497.00,,,,,,CE,FORTALEZA,2304400
2788763,16,F,Cursando,1,1,0,0,0,1,B,4,5988.00 até 6986.00,467.1,527.0,495.4,549.2,600.0,RJ,SÃO GONÇALO,3304904
4018707,20,F,Concluído,1,0,0,0,0,1,A,2,<= 998.00,359.6,524.0,471.0,485.5,580.0,PE,ITAQUITINGA,2607802
4644718,20,F,Cursando,2,0,0,0,0,1,B,3,1497.00 até 1996.00,445.2,431.3,456.7,389.3,320.0,BA,SALVADOR,2927408
4961212,23,F,Concluído,1,0,0,0,0,1,B,2,998.00 até 1497.00,,,,,,RS,TUPARENDI,4322301
258232,53,F,Concluído,1,0,0,0,0,1,B,2,1996.00 até 2495.00,557.9,629.8,600.9,475.1,900.0,MG,CAMBUÍ,3110608
3563028,27,F,Concluído,1,0,0,0,0,1,A,2,Nenhuma Renda,,,,,,PA,BELÉM,1501402
2275301,15,M,Cursando,1,1,0,0,0,1,B,2,998.00 até 1497.00,385.5,376.4,371.8,467.2,480.0,MA,SANTO ANTÔNIO DOS LOPES,2110302
1885946,20,F,Concluído,1,0,0,0,0,1,B,3,3992.00 até 4990.00,551.6,583.8,529.4,610.4,700.0,RS,SÃO SEPÉ,4319604
3226436,17,M,Cursando,2,0,0,0,0,1,B,4,3992.00 até 4990.00,585.5,604.7,613.7,627.7,720.0,SP,SÃO JOSÉ DOS CAMPOS,3549904
1445898,18,M,Cursando,2,0,0,0,0,1,B,6,3992.00 até 4990.00,481.6,476.9,542.5,435.9,600.0,RJ,NOVA IGUAÇU,3303500
27808,27,F,Concluído,1,0,0,0,0,1,B,4,1996.00 até 2495.00,,,,,,RR,BOA VISTA,1400100
4134972,23,F,Concluído,1,0,0,0,0,1,B,2,998.00 até 1497.00,420.9,455.2,438.6,460.0,560.0,RJ,SANTO ANTÔNIO DE PÁDUA,3304706
3409898,20,F,Concluído,1,0,0,0,0,1,B,4,<= 998.00,532.1,469.0,535.0,446.4,300.0,PE,CABO DE SANTO AGOSTINHO,2602902
3232093,19,F,Concluído,1,0,0,0,0,1,B,3,998.00 até 1497.00,,,,,,SP,ITAPEVA,3522406
3299356,23,F,Concluído,1,0,0,0,0,1,B,2,<= 998.00,,,,,,TO,ARAGUAÍNA,1702109
4765596,20,M,Concluído,1,0,0,0,0,1,B,4,1497.00 até 1996.00,,,,,,MG,CLÁUDIO,3116605
189324,27,M,Concluído,1,0,0,0,0,1,A,1,<= 998.00,508.4,530.5,460.4,516.4,680.0,TO,PALMAS,1721000
2725399,26,F,Concluído,1,0,0,0,0,1,B,5,<= 998.00,520.4,632.7,615.8,565.1,660.0,SE,NOSSA SENHORA DO SOCORRO,2804805
5023185,34,M,Concluído,1,0,0,0,0,1,B,2,2495.00 até 2994.00,435.4,537.3,574.7,506.4,580.0,MT,CUIABÁ,5103403
1488685,18,M,Cursando,2,0,0,0,0,1,B,4,1497.00 até 1996.00,585.5,592.1,624.0,713.5,800.0,SP,GUARUJÁ,3518701
72284,33,M,Concluído,1,0,0,0,0,1,A,2,Nenhuma Renda,340.5,369.5,383.2,430.1,0.0,AC,SENA MADUREIRA,1200500
1808423,19,F,Cursando,2,0,0,0,0,1,B,3,998.00 até 1497.00,418.7,480.1,513.4,467.8,480.0,RJ,RIO DE JANEIRO,3304557
3931677,19,M,Concluído,1,0,0,0,0,1,B,2,11976.00 até 14970.00,,,,,,TO,PALMAS,1721000
501651,17,F,Cursando,2,0,0,0,0,1,B,4,998.00 até 1497.00,451.9,526.5,534.8,482.0,900.0,PB,SANTA RITA,2513703
2889916,26,M,Concluído,1,0,0,0,0,1,A,4,<= 998.00,380.0,437.6,425.6,580.3,540.0,PB,ALAGOA GRANDE,2500304
4116839,19,M,Concluído,1,0,0,0,0,1,B,2,2495.00 até 2994.00,491.5,402.4,492.3,516.6,320.0,SP,LIMEIRA,3526902
468370,25,F,Concluído,1,0,0,0,0,1,B,6,Nenhuma Renda,407.2,399.2,462.9,391.2,560.0,RN,NATAL,2408102
4223508,18,F,Cursando,2,0,0,0,0,1,B,4,6986.00 até 7984.00,444.7,408.4,512.3,479.5,500.0,RS,TRAMANDAÍ,4321600
1121624,18,F,Concluído,1,0,0,0,0,1,B,2,998.00 até 1497.00,481.8,516.9,542.4,453.5,640.0,SP,PARAGUAÇU PAULISTA,3535507
1421375,21,F,Concluído,1,0,0,0,0,1,B,7,998.00 até 1497.00,462.1,466.0,555.5,404.8,520.0,RJ,DUQUE DE CAXIAS,3301702
118528,26,F,Concluído,1,0,0,0,0,1,A,2,Nenhuma Renda,416.9,417.6,491.1,392.8,540.0,MA,ARAIOSES,2100907
2919685,19,M,Concluído,1,0,0,0,0,1,B,4,<= 998.00,398.0,436.7,526.4,595.1,560.0,PB,BAYEUX,2501807
956767,19,M,Concluído,1,0,0,0,0,1,B,3,8982.00 até 9980.00,713.3,624.8,619.0,820.0,820.0,PI,TERESINA,2211001
2721743,27,F,Concluído,1,0,0,0,0,1,B,4,1996.00 até 2495.00,,580.9,519.9,,500.0,AL,RIO LARGO,2707701
4902764,21,F,Concluído,1,0,0,0,0,1,B,1,<= 998.00,388.8,501.4,485.0,408.3,460.0,SC,ORLEANS,4211702
1358392,17,F,Cursando,2,0,0,0,0,1,B,5,3992.00 até 4990.00,526.3,520.7,567.3,567.7,760.0,MG,UBERLÂNDIA,3170206
3744324,23,F,Concluído,1,0,0,0,0,1,B,3,998.00 até 1497.00,,,,,,DF,BRASÍLIA,5300108
4887638,22,M,Concluído,1,0,0,0,0,1,B,3,1996.00 até 2495.00,473.8,534.2,527.0,675.3,300.0,SP,ITANHAÉM,3522109
2204535,19,F,Concluído,1,0,0,0,0,1,B,4,6986.00 até 7984.00,650.2,672.3,598.0,709.6,940.0,PA,CANAÃ DOS CARAJÁS,1502152
5052075,20,M,Concluído,1,0,0,0,0,1,B,6,2994.00 até 3992.00,541.8,600.9,599.0,717.3,600.0,RJ,TERESÓPOLIS,3305802
538887,21,F,Concluído,1,0,0,0,0,1,B,5,<= 998.00,,,,,,RJ,NOVA IGUAÇU,3303500
3882759,42,M,Concluído,1,0,0,0,0,1,A,4,998.00 até 1497.00,400.8,507.3,504.7,554.9,460.0,MT,TANGARÁ DA SERRA,5107958
4959158,49,M,Concluído,1,0,0,0,0,1,B,1,998.00 até 1497.00,,,,,,RS,SANTO ÂNGELO,4317509
4344622,25,F,Concluído,1,0,0,0,0,1,B,1,1497.00 até 1996.00,,,,,,PR,CURITIBA,4106902
207440,25,F,Concluído,1,0,0,0,0,1,A,5,998.00 até 1497.00,,460.1,356.8,,480.0,AP,MACAPÁ,1600303
1499590,17,F,Cursando,2,0,0,0,0,1,B,3,<= 998.00,433.1,552.4,537.5,416.4,620.0,SP,ITAPECERICA DA SERRA,3522208
3192834,17,M,Cursando,3,0,0,0,0,1,B,3,>= 19960.00,648.1,640.3,597.6,674.3,840.0,SP,SÃO PAULO,3550308
1020307,16,F,Concluído,1,0,0,0,0,1,B,5,11976.00 até 14970.00,,611.5,615.3,,620.0,DF,BRASÍLIA,5300108
1966075,23,M,Concluído,1,0,0,0,0,1,B,3,1497.00 até 1996.00,,,,,,PR,CURITIBA,4106902
3022666,18,F,Concluído,1,0,0,0,0,1,B,2,<= 998.00,423.3,381.5,524.8,495.5,560.0,PE,OURICURI,2609907
2718326,17,M,Cursando,1,1,0,0,0,1,B,4,<= 998.00,352.1,499.4,491.6,516.2,680.0,PE,RECIFE,2611606
1194576,20,F,Concluído,1,0,0,0,0,1,B,5,<= 998.00,,,,,,PE,LIMOEIRO,2608909
1498007,17,F,Cursando,2,0,0,0,0,1,B,5,1497.00 até 1996.00,468.4,506.8,565.7,476.9,560.0,SP,ITAPEVI,3522505
3978818,17,F,Cursando,1,1,0,0,0,1,A,3,<= 998.00,451.2,501.2,495.7,408.8,480.0,MG,MONTES CLAROS,3143302
3415772,17,M,Cursando,3,0,0,0,0,1,B,3,2495.00 até 2994.00,397.0,535.5,516.6,509.1,440.0,RN,NATAL,2408102
2792973,17,F,Cursando,2,0,0,0,0,1,B,3,<= 998.00,441.3,532.7,523.4,519.1,520.0,MG,TRÊS CORAÇÕES,3169307
4228153,22,F,Concluído,1,0,0,0,0,1,B,5,998.00 até 1497.00,576.1,543.5,562.2,663.9,720.0,GO,GOIÂNIA,5208707
1193514,26,F,Concluído,1,0,0,0,0,1,B,4,6986.00 até 7984.00,604.1,667.6,588.3,607.7,720.0,PE,JABOATÃO DOS GUARARAPES,2607901
2896046,20,F,Concluído,1,0,0,0,0,1,B,4,2495.00 até 2994.00,500.5,532.9,534.9,442.3,700.0,RN,NATAL,2408102
1390290,38,M,Concluído,1,0,0,0,0,1,B,3,3992.00 até 4990.00,612.8,643.8,567.7,495.4,620.0,MG,DIVINÓPOLIS,3122306
4649491,30,M,Concluído,1,0,0,0,0,1,B,4,<= 998.00,,,,,,BA,ITABUNA,2914802
3076927,21,F,Concluído,1,0,0,0,0,1,B,2,998.00 até 1497.00,,,,,,SP,SÃO PAULO,3550308
587511,19,F,Cursando,2,0,0,0,0,1,B,4,6986.00 até 7984.00,611.0,677.0,632.6,677.0,920.0,RJ,RIO DE JANEIRO,3304557
2694497,17,F,Cursando,2,0,0,0,0,1,B,3,2495.00 até 2994.00,386.7,486.1,500.6,489.0,560.0,SP,MARÍLIA,3529005
3046159,18,F,Concluído,1,0,0,0,0,0,B,5,11976.00 até 14970.00,624.4,642.9,646.6,832.8,860.0,SP,SÃO PAULO,3550308
3525017,22,F,Concluído,1,0,0,0,0,1,B,4,7984.00 até 8982.00,552.2,542.5,527.2,688.6,660.0,MG,MARIANA,3140001
3378712,17,F,Cursando,3,0,0,0,0,1,B,4,8982.00 até 9980.00,525.0,541.4,543.1,599.4,800.0,RJ,RIO DE JANEIRO,3304557
3710354,16,F,Cursando,1,1,0,0,0,1,B,3,3992.00 até 4990.00,493.0,450.6,533.2,513.1,580.0,PR,BOCAIÚVA DO SUL,4103107
1715559,29,M,Concluído,1,0,0,0,0,1,B,1,<= 998.00,401.2,432.3,517.1,455.0,620.0,CE,CAUCAIA,2303709
668795,23,M,Concluído,1,0,0,0,0,1,A,7,<= 998.00,556.8,559.1,575.8,508.6,600.0,CE,CAPISTRANO,2302909
